id_no,title,organization,skills,ratings,review_counts,metadata
548,Advanced Content and Social Tactics to Optimize SEO,"University of California, Davis","brand awareness,content marketing,content strategy,content writing,influencing,keyword research,relationship building,search engine optimization,social medium,social medium marketing,social medium strategy,target audience,web analytics seo",0,0,Intermediate ? Course ? 1 - 4 Weeks
549,"Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising",University of Colorado Boulder,"advertising,advertising campaign,content performance analysis,contextual advertising,data ethic,digital advertising,google ad,keyword research,marketing,medium planning,online advertising,paid medium,pay per click advertising,search engine marketing,search engine optimization,social medium,social medium marketing,social medium strategy,web analytics,web analytics seo",0,0,Beginner ? Specialization ? 3 - 6 Months
550,OpenAI GPTs: Creating Your Own Custom AI Assistants,Vanderbilt University,"ai personalization,artificial intelligence,chatgpt,expense management,generative ai,innovation,personalized service,productivity software,prompt engineering,scenario testing,travel arrangement",0,0,Beginner ? Course ? 1 - 4 Weeks
551,Astro 101: Black Holes,University of Alberta,"general science research,mathematical modeling,mechanic,physic,scientific method,scientific visualization,simulation,storytelling",0,0,Beginner ? Course ? 1 - 3 Months
552,Introduction to Relational Databases (RDBMS),IBM,"commandline interface,data integrity,data management,data manipulation,data modeling,database,database architecture administration,database design,database management system,ibm db2,relational database,sql",0,0,Beginner ? Course ? 1 - 4 Weeks
553,Astro 101: Black Holes,University of Alberta,"general science research,mathematical modeling,mechanic,physic,scientific method,scientific visualization,simulation,storytelling",0,0,Beginner ? Course ? 1 - 3 Months
554,The Science of the Solar System,Caltech,"advanced mathematics,biology,chemistry,environment,life science,physic,physical science,research,science research,scientific method,water resource",0,0,Mixed ? Course ? 1 - 3 Months
555,Machine Learning and Reinforcement Learning in Finance,New York University,"applied machine learning,artificial neural network,decision tree learning,deep learning,derivative,dimensionality reduction,financial market,financial trading,machine learning,machine learning algorithm,market liquidity,markov model,predictive modeling,regression analysis,reinforcement learning,scikit learn machine learning library,statistical method,supervised learning,tensorflow,unsupervised learning",0,0,Intermediate ? Specialization ? 3 - 6 Months
556,Material Behavior,Georgia Institute of Technology,"chemistry,engineering,manufacturing process,mechanical engineering,physic,physical science,semiconductor,structural analysis",0,0,Mixed ? Course ? 1 - 3 Months
557,Greening the Economy: Sustainable Cities,Lund University,"community development,environmental issue,environmental policy,governance,land management,socioeconomics,stakeholder engagement,sustainability reporting,system thinking,technology solution",0,0,Beginner ? Course ? 1 - 3 Months
558,C Programming with Linux,Dartmouth College,"algorithm,build tool,c programming language,commandline interface,computer architecture,computer engineering,computer programming,computer programming tool,computer science,debugging,embedded software,embedded system,file system,linux,linux command,linux server,programming principle,software documentation,software engineering,system programming",0,0,Beginner ? Specialization ? 3 - 6 Months
559,Requirements Engineering: Secure Software  Specifications,University of Colorado System,"agile methodology,business requirement,functional requirement,functional specification,goal setting,interviewing skill,meeting facilitation,mockups,requirement analysis,requirement elicitation,risk management framework,security requirement analysis,software design document,software development methodology,software documentation,storyboarding,system requirement,unified modeling language,user requirement document,user story",0,0,Beginner ? Specialization ? 3 - 6 Months
560,Big Data Modeling and Management Systems,University of California San Diego,"apache hadoop,big data,data management,data modeling,data structure,database design,database management system,nosql,real time data,scalability,virtual environment",0,0,Mixed ? Course ? 1 - 3 Months
561,Siemens NX Mastery: Advanced Design & Applications,Siemens,"3d modeling,assembly drawing,computeraided design,drafting engineering design,engineering software,finite element method,mechanical design,simulation,technical design",0,0,Intermediate ? Course ? 1 - 4 Weeks
562,"Engineering Project Management: Scope, Time and Cost Management",Rice University,"budget management,change management,cost management,earned value management,planning,project documentation,project estimation,project management,project schedule,project scoping,requirement management,scheduling,scope management,timeline,work breakdown structure",0,0,Beginner ? Course ? 1 - 3 Months
563,AI for Medical Prognosis ,DeepLearning.AI,"applied machine learning,data analysis,decision tree learning,deep learning,feature engineering,forecasting,machine learning,predictive modeling,probability statistic,random forest algorithm,regression analysis,risk modeling,statistical analysis,statistical method",0,0,Intermediate ? Course ? 1 - 4 Weeks
564,Developing Back-End Apps with Node.js and Express,IBM,"application programming interface api,authentication,backend web development,cloud application,computer science,javascript,javascript framework,json,middleware,node,package software management,restful api,server side,web application,web development,web server",0,0,Intermediate ? Course ? 1 - 4 Weeks
565,Digital Signal Processing 1: Basic Concepts and Algorithms,?cole Polytechnique F??ale de Lausanne,"advanced mathematics,algorithm,applied mathematics,computational logic,digital communication,electrical computer engineering,electronics,engineering analysis,linear algebra,mathematical modeling,programming principle,telecommunication,time series analysis forecasting",0,0,Intermediate ? Course ? 1 - 4 Weeks
